"","InstitutionCode","CollectionCode","CatalogNumber","IndividualCount","ScientificName","Family","PreparationType","Tissues","Latitude","Longitude","CoordinateUncertaintyInMeters","HorizontalDatum","Country","StateProvince","County","Island","IslandGroup","Locality","VerbatimElevation","VerbatimDepth","YearCollected","MonthCollected","DayCollected","Collector","GeorefMethod","LatLongComments","BasisOfRecord","Remarks","DateLastModified","number_requested"
"573","MSB","Fish specimens","MSB:Fish:12041",223,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.10469444,-106.6916667,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at I-40 bridge, Albuquerque.",NA,"",1992,9,29,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:30:22.0",15
"371","MSB","Fish specimens","MSB:Fish:12023",14,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.14780556,-106.6723056,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 2.9 miles south of NM State HWY 423 or Paseo del Norte Bridge, Albuquerque.",NA,"",1992,9,28,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:27:23.0",7
"421","MSB","Fish specimens","MSB:Fish:11995",17,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.16083333,-106.6616944,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.5 miles south of NM State HWY 423 bridge (=Paseo del Norte Bridge), Albuquerque..",NA,"",1992,9,28,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 04:16:17.0",8
"580","MSB","Fish specimens","MSB:Fish:12551",25,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.180578,-106.643659,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Albuquerque Main Canal, ca. 50 meters south of U.S. HWY 423 (Paseo del Norte), Albuquerque..",NA,"",1992,11,13,"Collector(s): Brian K. Lang, Eric J. Scherff, Robin A. Abell","not recorded",NA,"PreservedSpecimen","Rio Grande Irrigation Canal Study; verbatim collectors: Brian K. Lang, Eric J. Scherff, Robin A. Abell","2019-05-27 02:36:20.0",12
"403","MSB","Fish specimens","MSB:Fish:11978",13,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.18783333,-106.6518333,210,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Calabacillas Arroyo, 1.0 miles downstream of Alameda Boulevard or NM State HWY 528 bridge, Albuquerque.",NA,"",1992,9,28,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 01:59:37.0",6
"404","MSB","Fish specimens","MSB:Fish:10857",10,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.18783333,-106.6518333,210,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Calabacillas Arroyo, 1.0 miles downstream of Alameda Boulevard or NM State HWY 528 bridge, Albuquerque.",NA,"",1992,7,8,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 04:16:18.0",5
"386","MSB","Fish specimens","MSB:Fish:12539",65,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.207166,-106.638944,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Lower Corrales Main canal, ca. 300 meters east of the intersection of State Route 448 with Cabezon Road, Corrales/Rio Rancho.",NA,"",1992,11,13,"Collector(s): Brian K. Lang, Eric J. Scherff, Robin A. Abell","not recorded",NA,"PreservedSpecimen","Rio Grande Irrigation Canal Study; verbatim collectors: Brian K. Lang, Eric J. Scherff, Robin A. Abell","2019-05-27 02:30:25.0",15
"479","MSB","Fish specimens","MSB:Fish:12544",18,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.20995,-106.602624,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Albuquerque Main Canal, at the south berm of the north diversion canal, Albuquerque.",NA,"",1992,11,13,"Collector(s): Brian K. Lang, Eric J. Scherff, Robin A. Abell","not recorded",NA,"PreservedSpecimen","Rio Grande Irrigation Canal Study; verbatim collectors: Brian K. Lang, Eric J. Scherff, Robin A. Abell","2019-05-27 02:30:29.0",9
"442","MSB","Fish specimens","MSB:Fish:12015",12,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.211277,-106.611666,210,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"North Diversion Canal, at confluence with Rio Grande, ca. 3.3 kilometers upstream of Alameda Boulevard or NM State HWY 528 bridge, Sandia Pueblo, Albuquerque.",NA,"",1992,9,28,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:27:30.0",6
"379","MSB","Fish specimens","MSB:Fish:12005",27,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.211416,-106.612833,210,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at confluence with the North Diversion Canal, ca. 3.3 kilometers upstream of Alameda Boulevard or NM State HWY 528 bridge, Albuquerque.",NA,"",1992,9,28,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:27:24.0",14
"419","MSB","Fish specimens","MSB:Fish:11962",35,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.278488,-106.598357,500,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 0.5 kilometers downstream of the Rio Rancho Wastewater Treatment Plant, ca. 6.8 kilometeres downstream of US HWY 550 bridge.",NA,"",1992,9,24,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:24:12.0",15
"420","MSB","Fish specimens","MSB:Fish:10839",86,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.278488,-106.598357,500,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 0.5 kilometers downstream of the Rio Rancho Wastewater Treatment Plant, ca. 6.8 kilometeres downstream of US HWY 550 bridge.",NA,"",1992,7,7,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 04:29:44.0",15
"466","MSB","Fish specimens","MSB:Fish:10824",49,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28086111,-106.5988056,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at Corrales Waterway Canal, ca. 0.7 mi. south of NM State Route 528/46 intersection, Corrales.",NA,"",1992,7,7,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:48:43.0",15
"483","MSB","Fish specimens","MSB:Fish:11954",120,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28086111,-106.5988056,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at Corrales Waterway Canal, ca. 0.7 miles south of NM State Route 528/46 intersection, Corrales.",NA,"",1992,9,24,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:27:23.0",15
"418","MSB","Fish specimens","MSB:Fish:11945",21,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.286347,-106.595178,278,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 0.5 kilometers upstream of the Rio Rancho Wastewater Treatment Plant, ca. 5.8 kilometeres downstream of US HWY 550 bridge.",NA,"",1992,9,24,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:27:22.0",10
"416","MSB","Fish specimens","MSB:Fish:11938",35,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"",1992,9,24,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:27:30.0",15
"541","MSB","Fish specimens","MSB:Fish:10815",10,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge crossing.",NA,"",1992,7,7,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 76-M4; Storage: 70% EtOH, 76-M4;","2019-05-27 02:48:50.0",5
"488","MSB","Fish specimens","MSB:Fish:11175",12,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.328748,-106.554981,316,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 0.8 kilometers upstream of US HWY 550 bridge, Bernalillo.",NA,"",1992,7,23,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 76-M4; Storage: 70% EtOH, 76-M4;","2019-05-27 04:34:30.0",6
"453","MSB","Fish specimens","MSB:Fish:11930",48,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.331351,-106.554682,316,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 1.1 kilometers upstream of US HWY 550 bridge, Bernalillo.",NA,"",1992,9,24,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:27:28.0",15
"396","MSB","Fish specimens","MSB:Fish:12434",139,"Pimephales promelas","Cyprinidae","tissue (freeze-dried); whole organism (formalin-fixed, 70% ethanol)",NA,35.36666667,-106.4833333,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 0.2 miles upstream of Angostura Diversion Dam.",NA,"",1992,11,5,"Collector(s): Brian K. Lang, James P. Larson, Douglas A. Young, Eric J. Scherff","not recorded",NA,"PreservedSpecimen","verbatim collectors: Brian K. Lang, James P. Larson, Douglas A. Young, Eric J. Scherff,","2019-05-27 02:30:29.0",15
"414","MSB","Fish specimens","MSB:Fish:9949",15,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.380072,-106.499406,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at Angostura Diversion Dam, Algodones.",NA,"",1992,3,31,"Collector(s): Steven P. Platania, Brian K. Lang","not recorded",NA,"PreservedSpecimen","verbatim collectors: Steven P. Platania, Brian K. Lang","2019-05-27 03:56:38.0",8
"521","MSB","Fish specimens","MSB:Fish:11156",17,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.38063889,-106.5018056,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 0.7 miles downstream of Angostura Diversion Dam, Algodones.",NA,"",1992,7,23,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 76-M4; Storage: 70% EtOH, 76-M4;","2019-05-27 03:53:01.0",8
"561","MSB","Fish specimens","MSB:Fish:12425",58,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.38063889,-106.5018056,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 0.3 miles downstream of Angostura Diversion Dam, Algodones.",NA,"",1992,11,5,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:36:25.0",15
"525","MSB","Fish specimens","MSB:Fish:11167",95,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.38111111,-106.495,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 0.2 miles upstream of Angostura Diversion Dam.",NA,"",1992,7,23,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Hybognathus amarus 1992 Survey","2019-05-27 02:03:31.0",15
"467","MSB","Fish specimens","MSB:Fish:11674",34,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.4175,-106.4563889,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 1.5 miles downstream of San Felipe Pueblo bridge, San Felipe Pueblo.",NA,"",1992,8,18,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 76-M4; Storage: 70% EtOH, 76-M4;","2019-05-27 02:14:12.0",15
"372","MSB","Fish specimens","MSB:Fish:11667",10,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.44016667,-106.4424444,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at San Felipe Pueblo bridge, San Felipe Pueblo.",NA,"",1992,8,18,"Collector(s): Brian K. Lang","GeoLocate",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:03:23.0",5
"439","MSB","Fish specimens","MSB:Fish:11656",14,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.46205556,-106.4293611,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 3.5 miles upstream of San Felipe Pueblo bridge, San Felipe Pueblo.",NA,"",1992,8,18,"Collector(s): Brian K. Lang","not recorded",NA,"PreservedSpecimen","Storage: 70% EtOH","2019-05-27 02:03:23.0",7
"531","MSB","Fish specimens","MSB:Fish:18742",129,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.85683333,-106.7208056,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta Diversion Dam, Isleta Pueblo.",NA,".25 meters-2 meters",1993,8,31,"Collector(s): Brian K. Lang, Steven P. Platania","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Brian K. Lang, Steven P. Platania; 11 SEINE HAULS","2019-05-27 03:07:28.0",15
"610","MSB","Fish specimens","MSB:Fish:18868",24,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.85683333,-106.7208056,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, 4.5 miles downstream of Isleta diversion dam.",NA,"",1993,12,1,"Collector(s): Steven P. Platania, Gregory M. Lein, Peter T. Mulvaney","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Steven P. Platania, Gregory M. Lein, Peter T. Mulvaney; 13 SEINE HAULS","2019-05-27 02:55:06.0",12
"441","MSB","Fish specimens","MSB:Fish:19436",41,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.856849,-106.719963,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta diversion dam, Isleta Pueblo.",NA,"",1993,7,28,"Collector(s): Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","2019-05-27 03:20:04.0",15
"449","MSB","Fish specimens","MSB:Fish:18699",51,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.856849,-106.719963,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta Diversion Dam, Isleta Pueblo.",NA,"",1993,7,13,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Brian K. Lang, Christopher S. Altenbach; 18 SEINE HAULS","2019-05-27 02:58:14.0",15
"450","MSB","Fish specimens","MSB:Fish:13392",38,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.856849,-106.719963,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta Diversion Dam, Isleta Pueblo.",NA,"",1993,4,13,"Collector(s): Brian K. Lang, David H. Diffendorfer","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Brian K. Lang, David H. Diffendorfer; WATER WAS TURBID WITH HIGH FLOWS","2019-05-27 03:45:42.0",15
"461","MSB","Fish specimens","MSB:Fish:18821",21,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.856849,-106.719963,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta Diversion dam, Isleta Pueblo.",NA,"",1993,8,13,"Collector(s): Christopher S. Altenbach, James P. Larson, Mariel L. Campbell","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Christopher S. Altenbach, James P. Larson, Mariel L. Campbell","2019-05-27 02:52:12.0",10
"462","MSB","Fish specimens","MSB:Fish:13414",50,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.856849,-106.719963,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta Diversion dam, Isleta Pueblo.",NA,"",1993,5,12,"Collector(s): Brian K. Lang, David H. Diffendorfer","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, David H. Diffendorfer; WATER HAD HIGH FLOW CONDITIONS AND WAS RELATIVELY CLEAR","2019-05-27 04:42:31.0",15
"558","MSB","Fish specimens","MSB:Fish:18774",29,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.856849,-106.719963,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta Diversion Dam, Isleta Pueblo.",NA,".25 meters-1.5 meters",1993,9,16,"Collector(s): Brian K. Lang, Steven P. Platania","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Brian K. Lang, Steven P. Platania; 11 SEINE HAULS","2019-05-27 02:58:18.0",14
"582","MSB","Fish specimens","MSB:Fish:18677",23,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.856849,-106.719963,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta Diversion Dam( within canal return) Isleta Pueblo.",NA,"",1993,6,10,"Collector(s): Brian K. Lang, Keith B. Gido","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Brian K. Lang, Keith B. Gido","2019-05-27 02:55:09.0",12
"434","MSB","Fish specimens","MSB:Fish:14536",12,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.870094,-106.717373,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Upper Peralta Drain, at the southern boundary of Isleta Pueblo.",NA,"",1993,7,19,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Irrigation Canal Study; verbatim collectors: Brian K. Lang, Christopher S. Altenbach","2019-05-27 04:20:38.0",6
"376","MSB","Fish specimens","MSB:Fish:14460",14,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.899745,-106.697084,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Isleta Drain where the Belen High Line crosses the Isleta Drain, Isleta Pueblo.",NA,"",1993,7,13,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Irrigation Canal Study; verbatim collectors: Brian K. Lang, Christopher S. Altenbach; WATER WAS TURBID AND BROWN/BLACK","2019-05-27 04:25:09.0",7
"399","MSB","Fish specimens","MSB:Fish:14755",50,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.902561,-106.681307,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Cacique Acequia, ca. 0.3 miles downstream of Isleta Diversion Dam, Isleta Pueblo.",NA,"",1993,7,28,"Collector(s): Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","not recorded",NA,"PreservedSpecimen","Rio Grande Irrigation Canal Study; verbatim collectors: Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","2019-05-27 04:34:47.0",15
"489","MSB","Fish specimens","MSB:Fish:19243",72,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.905272,-106.685564,120,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at the Isleta Diversion Dam, off NM State HWY 147, Isleta Pueblo.",NA,".25 meters-2 meters",1993,10,12,"Collector(s): Brian K. Lang, Gregory M. Lein, Peter T. Mulvaney","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Gregory M. Lein, Peter T. Mulvaney","2019-05-27 03:23:13.0",15
"509","MSB","Fish specimens","MSB:Fish:19047",199,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.905272,-106.685564,120,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at the Isleta Diversion Dam, off NM State HWY 147, Isleta Pueblo.",NA,"",1993,7,28,"Collector(s): Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","2019-05-27 03:01:27.0",15
"590","MSB","Fish specimens","MSB:Fish:13448",13,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate HWY I-25 bridge, above the Isleta Indian Reservation boundary, south of Los Padillas.",NA,"",1993,5,13,"Collector(s): Brian K. Lang, David H. Diffendorfer","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, David H. Diffendorfer; WATER HAD HIGH FLOWS AND WAS RELATIVELY CLEAR","2019-05-27 04:38:51.0",6
"535","MSB","Fish specimens","MSB:Fish:19199",43,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.969928,-106.688935,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 4.4 miles downstream of the Rio Bravo Blvd. bridge (NM State HWY 500), Albuquerque.",NA,"",1993,8,4,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach","2019-05-27 03:01:23.0",15
"435","MSB","Fish specimens","MSB:Fish:19185",45,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.986836,-106.685821,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 3.4 miles downstream of the Rio Bravo Blvd. bridge (NM State HWY 500), Albuquerque.",NA,"",1993,8,4,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach","2019-05-27 03:29:25.0",15
"452","MSB","Fish specimens","MSB:Fish:19174",122,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.002546,-106.685725,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 2.2 miles downstream of the Rio Bravo Blvd. bridge (NM State HWY 500), Albuquerque.",NA,"",1993,8,4,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach","2019-05-27 03:19:56.0",15
"425","MSB","Fish specimens","MSB:Fish:19164",241,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.008358,-106.678909,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.5 miles downstream of the Rio Bravo Blvd. bridge (NM State HWY 500), Albuquerque.",NA,"",1993,8,4,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach","2019-05-27 03:23:10.0",15
"522","MSB","Fish specimens","MSB:Fish:19147",70,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.017503,-106.672569,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 0.7 miles downstream of the Rio Bravo Blvd. bridge (NM State HWY 500), Albuquerque.",NA,"",1993,8,4,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach; FIELD BOOK: BKL93-759 (A&B) COMBINED","2019-05-27 03:01:29.0",15
"518","MSB","Fish specimens","MSB:Fish:19227",13,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,".25 meters-2 meters",1993,10,11,"Collector(s): Brian K. Lang, Gregory M. Lein, Peter T. Mulvaney","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Gregory M. Lein, Peter T. Mulvaney","2019-05-27 03:04:24.0",6
"474","MSB","Fish specimens","MSB:Fish:19216",10,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,".25 meters-2 meters",1993,10,11,"Collector(s): Brian K. Lang, Gregory M. Lein, Peter T. Mulvaney","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Gregory M. Lein, Peter T. Mulvaney; 15 SEINE HAULS","2019-05-27 03:01:23.0",5
